seed,model_variant,fusion_type,frequency_use_abs,raw_frequency_signature_dim,projected_frequency_feature_dim,split_mode_requested,split_mode_used,group_key_requested,group_key_used,eval_split_used_for_checkpoint,accuracy,macro_f1,loss,num_samples,train_time_sec,eval_time_sec,checkpoint_path,total_params,trainable_params,latency_ms_per_batch,throughput_samples_per_sec,latency_warmup_iters,latency_measure_iters,latency_batch_size,attn_entropy_norm_mean,attn_entropy_norm_std,attn_top_timestep_unique_ratio,attn_l1_to_mean_profile,shuffle_accuracy,shuffle_macro_f1,delta_accuracy_shuffle,delta_macro_f1_shuffle
42,baseline,none,,,,predefined,predefined,auto,,val,0.7913669064748201,0.7890652950730982,1.5497051625371836,278,7418.971119299997,0.5013745003379881,C:\Users\howie\Desktop\aug\repro_sensors_25_01547\prunedAttentionGRU\results\protocol\aril_baseline_augonly_full\seed_42\best_model_baseline.pt,163750,82118,192.3939733300358,665.301504951128,10,30,128,0.8193164890278126,0.1279694020755405,0.7239583333333334,0.005270634719522203,0.5503597122302158,0.5444444913645206,0.24100719424460426,0.24462080370857764
