seed,model_variant,fusion_type,frequency_use_abs,raw_frequency_signature_dim,projected_frequency_feature_dim,split_mode_requested,split_mode_used,group_key_requested,group_key_used,eval_split_used_for_checkpoint,accuracy,macro_f1,loss,num_samples,train_time_sec,eval_time_sec,checkpoint_path,total_params,trainable_params,latency_ms_per_batch,throughput_samples_per_sec,latency_warmup_iters,latency_measure_iters,latency_batch_size,attn_entropy_norm_mean,attn_entropy_norm_std,attn_top_timestep_unique_ratio,attn_l1_to_mean_profile,shuffle_accuracy,shuffle_macro_f1,delta_accuracy_shuffle,delta_macro_f1_shuffle
52,baseline,none,,,,predefined,predefined,auto,,val,0.8093525179856115,0.8091982642873959,1.4388982627889235,278,9640.857783100102,0.5515623004175723,C:\Users\howie\Desktop\aug\repro_sensors_25_01547\prunedAttentionGRU\results\protocol\aril_baseline_augonly_full\seed_52\best_model_baseline.pt,163750,82118,201.81962666101754,634.2296937006664,10,30,128,0.7444249076249494,0.16109218291599164,0.7552083333333334,0.0062109443062527215,0.5611510791366906,0.5647870729718365,0.24820143884892087,0.24441119131555944
