seed,model_variant,fusion_type,frequency_use_abs,raw_frequency_signature_dim,projected_frequency_feature_dim,split_mode_requested,split_mode_used,group_key_requested,group_key_used,eval_split_used_for_checkpoint,accuracy,macro_f1,loss,num_samples,train_time_sec,eval_time_sec,checkpoint_path,total_params,trainable_params,latency_ms_per_batch,throughput_samples_per_sec,latency_warmup_iters,latency_measure_iters,latency_batch_size
42,baseline,none,,,,predefined,predefined,auto,,val,0.6690647482014388,0.6651283372767666,1.0088655249677974,278,252.37204950023443,0.3098885999061167,C:\Users\howie\Desktop\aug\repro_sensors_25_01547\prunedAttentionGRU\results\protocol\aril_baseline_full\seed_42\best_model_baseline.pt,163750,82118,113.56697333976626,1127.0882390873749,10,30,128
