seed,model_variant,fusion_type,frequency_use_abs,raw_frequency_signature_dim,projected_frequency_feature_dim,split_mode_requested,split_mode_used,group_key_requested,group_key_used,eval_split_used_for_checkpoint,accuracy,macro_f1,loss,num_samples,train_time_sec,eval_time_sec,checkpoint_path,total_params,trainable_params,latency_ms_per_batch,throughput_samples_per_sec,latency_warmup_iters,latency_measure_iters,latency_batch_size
42,baseline,none,,,,predefined,predefined,auto,,val,0.9568345323741008,0.9565851488034331,0.17918234270253627,278,8423.059123800136,0.4126433003693819,C:\Users\howie\Desktop\aug\repro_sensors_25_01547\prunedAttentionGRU\results\protocol\aril_baseline_augmixup_seed42\seed_42\best_model_baseline.pt,163750,82118,146.36058999846378,874.5523641394415,10,30,128
